Município,Quantidade_SUS,Quantidade_Não_SUS
510622 NOVA MUTUM,69,29
510623 NOVA OLIMPIA,34,16
510625 NOVA XAVANTINA,18,-
510627 NOVO HORIZONTE DO NORTE,14,-
510628 NOVO SAO JOAQUIM,28,-
510629 PARANAITA,41,-
510630 PARANATINGA,35,-
510637 PEDRA PRETA,31,-
510642 PEIXOTO DE AZEVEDO,52,-
510650 POCONE,58,6
510670 PONTE BRANCA,21,-
510675 PONTES E LACERDA,67,20
510677 PORTO ALEGRE DO NORTE,18,-
510680 PORTO DOS GAUCHOS,19,-
510682 PORTO ESPERIDIAO,4,-
510700 POXOREO,64,11
510704 PRIMAVERA DO LESTE,100,95
510706 QUERENCIA,36,5
510710 SAO JOSE DOS QUATRO MARCOS,22,9
510718 RIBEIRAO CASCALHEIRA,33,4
510719 RIBEIRAOZINHO,15,-
510720 RIO BRANCO,18,-
510730 SAO JOSE DO RIO CLARO,22,-
510760 RONDONOPOLIS,502,103
510770 ROSARIO OESTE,79,-
510774 SANTA CRUZ DO XINGU,4,5
510775 SALTO DO CEU,14,-
510777 SANTA TEREZINHA,22,-
510780 SANTO ANTONIO DO LEVERGER,20,-
510785 SAO FELIX DO ARAGUAIA,28,-
510787 SAPEZAL,33,19
510790 SINOP,180,157
510792 SORRISO,145,68
510794 TABAPORA,14,-
510795 TANGARA DA SERRA,83,108
510800 TAPURAH,20,-
510805 TERRA NOVA DO NORTE,37,-
510810 TESOURO,14,-
510820 TORIXOREU,23,1
510840 VARZEA GRANDE,447,76
510860 VILA RICA,21,-
510895 NOVA MONTE VERDE,13,-
520010 ABADIANIA,9,-
520013 ACREUNA,38,34
520017 AGUA FRIA DE GOIAS,5,-
520025 AGUAS LINDAS DE GOIAS,51,1
520030 ALEXANIA,34,-
520050 ALOANDIA,14,-
520055 ALTO HORIZONTE,24,-
520060 ALTO PARAISO DE GOIAS,12,-
520080 ALVORADA DO NORTE,32,-
520085 AMERICANO DO BRASIL,17,-
520090 AMORINOPOLIS,13,-
520110 ANAPOLIS,586,488
520130 ANICUNS,20,-
520140 APARECIDA DE GOIANIA,991,259
520150 APORE,18,-
520160 ARACU,17,-
520170 ARAGARCAS,33,-
520180 ARAGOIANIA,7,-
520215 ARAGUAPAZ,10,-
520235 ARENOPOLIS,14,-
520250 ARUANA,15,-
520280 AVELINOPOLIS,12,-
520310 BALIZA,6,-
520320 BARRO ALTO,22,-
520330 BELA VISTA DE GOIAS,52,-
520340 BOM JARDIM DE GOIAS,23,-
520350 BOM JESUS DE GOIAS,22,-
520355 BONFINOPOLIS,2,-
520380 BRITANIA,24,-
520390 BURITI ALEGRE,25,7
520393 BURITI DE GOIAS,14,-
520400 CABECEIRAS,12,-
520410 CACHOEIRA ALTA,44,-
520425 CACHOEIRA DOURADA,18,-
520430 CACU,28,8
520440 CAIAPONIA,46,-
520450 CALDAS NOVAS,104,53
520465 CAMPINACU,29,-
520470 CAMPINORTE,12,-
520480 CAMPO ALEGRE DE GOIAS,18,-
520490 CAMPOS BELOS,29,14
520500 CARMO DO RIO VERDE,17,-
520505 CASTELANDIA,15,-
520510 CATALAO,143,125
520520 CATURAI,18,-
520530 CAVALCANTE,16,-
520540 CERES,132,180
520545 CEZARINA,15,-
520547 CHAPADAO DO CEU,21,3
520549 CIDADE OCIDENTAL,35,26
520551 COCALZINHO DE GOIAS,22,-
520552 COLINAS DO SUL,12,-
520570 CORREGO DO OURO,16,-
520580 CORUMBA DE GOIAS,14,67
520590 CORUMBAIBA,27,-
520620 CRISTALINA,42,13
520630 CRISTIANOPOLIS,8,-
520640 CRIXAS,60,26
520650 CROMINIA,11,-
520660 CUMARI,14,-
520670 DAMIANOPOLIS,13,-
520680 DAMOLANDIA,15,-
520710 DIORAMA,14,-
520725 DOVERLANDIA,24,-
520735 EDEALINA,10,-
520740 EDEIA,25,1
520750 ESTRELA DO NORTE,18,-
520753 FAINA,19,-
520760 FAZENDA NOVA,16,-
520780 FIRMINOPOLIS,32,11
520790 FLORES DE GOIAS,7,-
520800 FORMOSA,76,72
520810 FORMOSO,25,-
520830 DIVINOPOLIS DE GOIAS,24,-
520840 GOIANAPOLIS,16,-
520850 GOIANDIRA,26,7
520860 GOIANESIA,135,75
520870 GOIANIA,3311,3644
520880 GOIANIRA,27,25
520890 GOIAS,27,6
520910 GOIATUBA,66,76
520929 GUARAITA,10,-
520960 HEITORAI,10,-
520970 HIDROLANDIA,21,-
520980 HIDROLINA,28,-
520990 IACIARA,17,-
520993 INACIOLANDIA,16,-
520995 INDIARA,20,31
521000 INHUMAS,60,45
521010 IPAMERI,115,26
521020 IPORA,38,81
521030 ISRAELANDIA,8,-
521040 ITABERAI,31,38
521060 ITAGUARU,10,-
521080 ITAJA,18,-
521090 ITAPACI,41,-
521100 ITAPIRAPUA,23,-
521120 ITAPURANGA,81,10
521130 ITARUMA,17,-
521140 ITAUCU,18,-
521150 ITUMBIARA,251,40
521160 IVOLANDIA,16,-
521170 JANDAIA,13,-
521180 JARAGUA,72,8
521190 JATAI,105,74
521200 JAUPACI,10,-
521210 JOVIANIA,18,-
521220 JUSSARA,29,38
521250 LUZIANIA,122,81
521260 MAIRIPOTABA,13,-
521270 MAMBAI,15,-
521280 MARA ROSA,18,26
521290 MARZAGAO,24,-
521295 MATRINCHA,14,-
521300 MAURILANDIA,12,-
521308 MINACU,51,53
521310 MINEIROS,179,80
521350 MONTE ALEGRE DE GOIAS,16,-
521370 MONTES CLAROS DE GOIAS,24,-
521375 MONTIVIDIU,18,-
521380 MORRINHOS,66,32
521385 MORRO AGUDO DE GOIAS,19,-
521390 MOSSAMEDES,20,-
521400 MOZARLANDIA,20,-
521405 MUNDO NOVO,18,-
521410 MUTUNOPOLIS,19,-
521440 NAZARIO,16,-
521450 NEROPOLIS,56,65
521460 NIQUELANDIA,58,45
521470 NOVA AMERICA,4,-
521483 NOVA CRIXAS,45,-
521500 NOVA VENEZA,5,-
521520 NOVO BRASIL,10,-
521523 NOVO GAMA,21,-
521530 ORIZONA,19,9
521550 OUVIDOR,31,-
521560 PADRE BERNARDO,28,1
521565 PALESTINA DE GOIAS,19,-
521570 PALMEIRAS DE GOIAS,37,27
521580 PALMELO,9,-
521590 PALMINOPOLIS,19,-
521600 PANAMA,9,-
521630 PARANAIGUARA,27,-
521640 PARAUNA,20,-
521680 PETROLINA DE GOIAS,29,2
521710 PIRACANJUBA,60,10
521720 PIRANHAS,28,-
521730 PIRENOPOLIS,38,-
521740 PIRES DO RIO,35,-
521760 PLANALTINA,43,32
521770 PONTALINA,31,28
521800 PORANGATU,47,29
521805 PORTEIRAO,16,-
521810 PORTELANDIA,17,-
521830 POSSE,53,16
521850 QUIRINOPOLIS,59,67
521860 RIALMA,25,-
521878 RIO QUENTE,9,-
521880 RIO VERDE,367,155
521890 RUBIATABA,76,4
521900 SANCLERLANDIA,17,-
521910 SANTA BARBARA DE GOIAS,15,-
521920 SANTA CRUZ DE GOIAS,16,-
521925 SANTA FE DE GOIAS,17,-
521930 SANTA HELENA DE GOIAS,146,30
521950 SANTA ROSA DE GOIAS,16,-
521960 SANTA TEREZA DE GOIAS,17,-
521970 SANTA TEREZINHA DE GOIAS,38,-
521973 SANTO ANTONIO DE GOIAS,19,-
521975 SANTO ANTONIO DO DESCOBERTO,12,100
521980 SAO DOMINGOS,22,-
521990 SAO FRANCISCO DE GOIAS,11,-
522000 SAO JOAO D'ALIANCA,26,-
522010 SAO LUIS DE MONTES BELOS,52,49
522015 SAO LUIZ DO NORTE,24,-
522020 SAO MIGUEL DO ARAGUAIA,58,41
522026 SAO MIGUEL DO PASSA QUATRO,11,-
522040 SAO SIMAO,50,-
522045 SENADOR CANEDO,61,2
522050 SERRANOPOLIS,21,-
522060 SILVANIA,40,-
522068 SIMOLANDIA,20,-
522100 TAQUARAL DE GOIAS,25,21
522130 TRES RANCHOS,6,6
522140 TRINDADE,429,113
522145 TROMBAS,15,-
522150 TURVANIA,17,-
522155 TURVELANDIA,19,-
522160 URUACU,353,86
522170 URUANA,20,27
522185 VALPARAISO DE GOIAS,35,38
522200 VIANOPOLIS,32,8
522205 VICENTINOPOLIS,16,-
522220 VILA BOA,13,-
530010 BRASILIA,4479,3272
Total,309479,139206
A partir da competência de Janeiro 2010 os dados referentes,,
a leitos Complementares foram retirados da consulta referente,,
"a leitos de Internação, passando a constituir uma consulta específica conforme descrito na Nota Técnica.",,
Fonte: Ministério da Saúde - Cadastro Nacional dos Estabelecimentos de Saúde do Brasil - CNES,,
Nota:,,
- Os dados relativos ao Cadastro Nacional de Estabelecimentos de Saúde (CNES) exibidos no TABNET referem-se aos registros constantes no Banco de Dados Nacional do CNES com status ATIVO.,,
"- A partir do processamento de junho de 2012, houve mudança na classificação da natureza e esfera dos estabelecimentos. Com isso, temos que:",,
,,
"Até maio de 2012 estas informações estão disponíveis como ""Natureza"" e ""Esfera Administrativa"".",,
"De junho de 2012 a outubro de 2015, estão disponíveis tanto como ""Natureza"" e ""Esfera Administrativa"", como ""Natureza Jurídica"" e ""Esfera Jurídica"".",,
"A partir de novembro de 2015, estão disponíveis como ""Natureza Jurídica"" e ""Esfera Jurídica"".",,
